country,year,case_count,source,case_rate
Alabama,1969,12,Project Tycho - https://zenodo.org/records/11452259,0.34848872058174385
Alabama,1970,486,Project Tycho - https://zenodo.org/records/11452259,14.09595341722456
Alabama,1971,1948,Project Tycho - https://zenodo.org/records/11452259,55.64803247925411
Alabama,1972,142,Project Tycho - https://zenodo.org/records/11452259,4.007971912584439
Alabama,1973,15,Project Tycho - https://zenodo.org/records/11452259,0.4186016528067659
Alabama,1974,21,Project Tycho - https://zenodo.org/records/11452259,0.5784924761544024
Alabama,1975,5,Project Tycho - https://zenodo.org/records/11452259,0.13577762015504719
Alabama,1976,0,https://stacks.cdc.gov/view/cdc/1130,0.0
Alabama,1977,79,Project Tycho - https://zenodo.org/records/11452259,2.087636882254373
Alabama,1978,60,Project Tycho - https://zenodo.org/records/11452259,1.5642650939197797
Alabama,1979,94,Project Tycho - https://zenodo.org/records/11452259,2.4288690203957817
Alabama,1980,22,Project Tycho - https://zenodo.org/records/11452259,0.5634859082419547
Alabama,1981,2,https://stacks.cdc.gov/view/cdc/1307,0.05098855332472137
Alabama,1982,2,Project Tycho - https://zenodo.org/records/11452259,0.05090106334866389
Alabama,1983,5,Project Tycho - https://zenodo.org/records/11452259,0.1269668433706548
Alabama,1984,3,https://stacks.cdc.gov/view/cdc/35267,0.07583856598372353
Alabama,1985,0,https://stacks.cdc.gov/view/cdc/35429,0.0
Alabama,1986,2,Project Tycho - https://zenodo.org/records/11452259,0.05005556167345754
Alabama,1987,4,Project Tycho - https://zenodo.org/records/11452259,0.09952033685643619
Alabama,1988,1,Project Tycho - https://zenodo.org/records/11452259,0.024827036245238486
Alabama,1989,61,Project Tycho - https://zenodo.org/records/11452259,1.5120522961877445
Alabama,1990,28,Project Tycho - https://zenodo.org/records/11452259,0.6909219761552956
Alabama,1991,2,Project Tycho - https://zenodo.org/records/11452259,0.04883866537602354
Alabama,1992,0,https://stacks.cdc.gov/view/cdc/36063,0.0
Alabama,1993,1,Project Tycho - https://zenodo.org/records/11452259,0.023824800044409428
Alabama,1994,0,https://stacks.cdc.gov/view/cdc/5648,0.0
Alabama,1995,0,https://stacks.cdc.gov/view/cdc/5644,0.0
Alabama,1996,0,https://stacks.cdc.gov/view/cdc/5642,0.0
Alabama,1997,1,"https://www.cdc.gov/mmwr/preview/mmwrhtml/00056071.htm#:~:text=As%20of%20January%201%2C%201997,and%20control%20of%20the%20disease.",0.0231235205282522
Alabama,1998,1,https://stacks.cdc.gov/view/cdc/5637,0.022960066933187123
Alabama,1999,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm4853a1.htm,0.0
Alabama,2000,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm4953a1.htm,0.0
Alabama,2001,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5053a1.htm,0.0
Alabama,2002,12,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5153a1.htm,0.2675842427666962
Alabama,2003,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5254a1.htm,0.0
Alabama,2004,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5353a1.htm,0.0
Alabama,2005,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5453a1.htm,0.0
Alabama,2006,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5553a1.htm,0.0
Alabama,2007,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5653a1.htm,0.0
Alabama,2008,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5754a1.htm,0.0
Alabama,2009,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5853a1.htm,0.0
Alabama,2010,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5953a1.htm,0.0
Alabama,2011,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6053a1.htm,0.0
Alabama,2012,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6153a1.htm,0.0
Alabama,2013,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6253a1.htm,0.0
Alabama,2014,1,https://www.cdc.gov/mmwr/volumes/63/wr/mm6354a1.htm?s_cid=mm6354a1_w,0.02062459524231837
Alabama,2015,0,https://www.cdc.gov/mmwr/volumes/64/wr/mm6453a1.htm?s_cid=mm6453a1_w,0.0
Alabama,2016,1,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.020526757654941098
Alabama,2017,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alabama,2018,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alabama,2019,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alabama,2020,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alabama,2021,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alabama,2022,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alaska,1914,1,Project Tycho - https://zenodo.org/records/11452259,
Alaska,1954,1487,Project Tycho - https://zenodo.org/records/11452259,690.9369700067374
Alaska,1955,537,Project Tycho - https://zenodo.org/records/11452259,241.65024165024164
Alaska,1956,2511,Project Tycho - https://zenodo.org/records/11452259,1119.8622805765663
Alaska,1957,986,Project Tycho - https://zenodo.org/records/11452259,426.41341342640044
Alaska,1958,1231,Project Tycho - https://zenodo.org/records/11452259,549.0045668617097
Alaska,1959,1829,Project Tycho - https://zenodo.org/records/11452259,815.7021549878693
Alaska,1960,1456,Project Tycho - https://zenodo.org/records/11452259,635.1726875744342
Alaska,1961,1002,Project Tycho - https://zenodo.org/records/11452259,420.5878155457987
Alaska,1962,1406,Project Tycho - https://zenodo.org/records/11452259,570.973741705449
Alaska,1963,1968,Project Tycho - https://zenodo.org/records/11452259,767.982017982018
Alaska,1964,1038,Project Tycho - https://zenodo.org/records/11452259,394.2825235600901
Alaska,1965,215,Project Tycho - https://zenodo.org/records/11452259,79.25653682111246
Alaska,1966,641,Project Tycho - https://zenodo.org/records/11452259,236.29507024340973
Alaska,1967,148,Project Tycho - https://zenodo.org/records/11452259,53.184225846096346
Alaska,1968,4,Project Tycho - https://zenodo.org/records/11452259,1.40210666526456
Alaska,1969,18,Project Tycho - https://zenodo.org/records/11452259,6.075006075006075
Alaska,1970,73,Project Tycho - https://zenodo.org/records/11452259,24.101556696435942
Alaska,1971,40,Project Tycho - https://zenodo.org/records/11452259,12.665241826961132
Alaska,1972,7,Project Tycho - https://zenodo.org/records/11452259,2.1552520413315763
Alaska,1973,5,Project Tycho - https://zenodo.org/records/11452259,1.5111538263926039
Alaska,1974,1,Project Tycho - https://zenodo.org/records/11452259,0.29290810886808594
Alaska,1976,11,Project Tycho - https://zenodo.org/records/11452259,2.740620227272161
Alaska,1977,49,Project Tycho - https://zenodo.org/records/11452259,12.133548270474124
Alaska,1978,2,Project Tycho - https://zenodo.org/records/11452259,0.49361996199126296
Alaska,1979,18,Project Tycho - https://zenodo.org/records/11452259,4.464784016073223
Alaska,1980,4,Project Tycho - https://zenodo.org/records/11452259,0.9859016070196194
Alaska,1982,1,Project Tycho - https://zenodo.org/records/11452259,0.22219506504760528
Alaska,1983,2,Project Tycho - https://zenodo.org/records/11452259,0.40907742813020936
Alaska,1987,1,Project Tycho - https://zenodo.org/records/11452259,0.18523732606215082
Alaska,1988,1,Project Tycho - https://zenodo.org/records/11452259,0.18432364282501787
Alaska,1990,24,Project Tycho - https://zenodo.org/records/11452259,4.334688525537637
Alaska,1991,1,Project Tycho - https://zenodo.org/records/11452259,0.17548724032275614
Alaska,1993,1,Project Tycho - https://zenodo.org/records/11452259,0.1673390909136547
Alaska,1994,2,Project Tycho - https://zenodo.org/records/11452259,0.33265471770920657
Alaska,1995,0,https://stacks.cdc.gov/view/cdc/5644,0.0
Alaska,1996,6,Project Tycho - https://zenodo.org/records/11452259,0.9908805955852967
Alaska,1997,0,"https://www.cdc.gov/mmwr/preview/mmwrhtml/00056071.htm#:~:text=As%20of%20January%201%2C%201997,and%20control%20of%20the%20disease.",0.0
Alaska,1998,7,Project Tycho - https://zenodo.org/records/11452259,1.1366957877301809
Alaska,1999,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm4853a1.htm,0.0
Alaska,2000,1,Project Tycho - https://zenodo.org/records/11452259,0.1590862088165577
Alaska,2001,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5053a1.htm,0.0
Alaska,2002,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5153a1.htm,0.0
Alaska,2003,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5254a1.htm,0.0
Alaska,2004,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5353a1.htm,0.0
Alaska,2005,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5453a1.htm,0.0
Alaska,2006,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5553a1.htm,0.0
Alaska,2007,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5653a1.htm,0.0
Alaska,2008,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5754a1.htm,0.0
Alaska,2009,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5853a1.htm,0.0
Alaska,2010,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5953a1.htm,0.0
Alaska,2011,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6053a1.htm,0.0
Alaska,2012,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6153a1.htm,0.0
Alaska,2013,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6253a1.htm,0.0
Alaska,2014,0,https://www.cdc.gov/mmwr/volumes/63/wr/mm6354a1.htm?s_cid=mm6354a1_w,0.0
Alaska,2015,0,https://www.cdc.gov/mmwr/volumes/64/wr/mm6453a1.htm?s_cid=mm6453a1_w,0.0
Alaska,2016,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alaska,2017,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alaska,2018,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alaska,2019,1,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.1361774446574865
Alaska,2020,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alaska,2021,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Alaska,2022,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
American Samoa,1986,2,Project Tycho - https://zenodo.org/records/11452259,
American Samoa,1987,2,Project Tycho - https://zenodo.org/records/11452259,
American Samoa,1988,1,Project Tycho - https://zenodo.org/records/11452259,
American Samoa,1993,1,Project Tycho - https://zenodo.org/records/11452259,
Arizona,1914,5,Project Tycho - https://zenodo.org/records/11452259,1.9743102747055317
Arizona,1915,10,Project Tycho - https://zenodo.org/records/11452259,3.7984828859353574
Arizona,1919,2,Project Tycho - https://zenodo.org/records/11452259,0.6072954401221878
Arizona,1920,3,Project Tycho - https://zenodo.org/records/11452259,0.8814714697067638
Arizona,1921,7,Project Tycho - https://zenodo.org/records/11452259,1.992309684617377
Arizona,1924,1,Project Tycho - https://zenodo.org/records/11452259,0.261518586125916
Arizona,1925,26,Project Tycho - https://zenodo.org/records/11452259,6.609166914510427
Arizona,1926,12,Project Tycho - https://zenodo.org/records/11452259,2.9746928009955305
Arizona,1927,44,Project Tycho - https://zenodo.org/records/11452259,10.617401921749748
Arizona,1928,848,Project Tycho - https://zenodo.org/records/11452259,200.74712017839983
Arizona,1929,240,Project Tycho - https://zenodo.org/records/11452259,55.75819529307902
Arizona,1930,2297,Project Tycho - https://zenodo.org/records/11452259,528.7339388721877
Arizona,1931,2158,Project Tycho - https://zenodo.org/records/11452259,502.527775255048
Arizona,1932,91,Project Tycho - https://zenodo.org/records/11452259,21.340162185232607
Arizona,1933,1312,Project Tycho - https://zenodo.org/records/11452259,307.67354711016685
Arizona,1934,1028,Project Tycho - https://zenodo.org/records/11452259,239.94696891893153
Arizona,1935,575,Project Tycho - https://zenodo.org/records/11452259,132.35612313953328
Arizona,1936,2376,Project Tycho - https://zenodo.org/records/11452259,535.8073078163371
Arizona,1937,3793,Project Tycho - https://zenodo.org/records/11452259,836.470372894214
Arizona,1938,604,Project Tycho - https://zenodo.org/records/11452259,129.48424965592346
Arizona,1939,485,Project Tycho - https://zenodo.org/records/11452259,100.10650506518276
Arizona,1940,2124,Project Tycho - https://zenodo.org/records/11452259,425.22607652868174
Arizona,1941,2949,Project Tycho - https://zenodo.org/records/11452259,601.2354991946829
Arizona,1942,3813,Project Tycho - https://zenodo.org/records/11452259,726.9448109142766
Arizona,1943,1002,Project Tycho - https://zenodo.org/records/11452259,144.65303482644524
Arizona,1944,4644,Project Tycho - https://zenodo.org/records/11452259,760.5509244853507
Arizona,1945,335,Project Tycho - https://zenodo.org/records/11452259,56.34096543187452
Arizona,1946,3268,Project Tycho - https://zenodo.org/records/11452259,529.9894910284521
Arizona,1947,1464,Project Tycho - https://zenodo.org/records/11452259,223.9720463303924
Arizona,1948,4303,Project Tycho - https://zenodo.org/records/11452259,623.0001882175795
Arizona,1949,3795,Project Tycho - https://zenodo.org/records/11452259,530.9816234185982
Arizona,1950,2570,Project Tycho - https://zenodo.org/records/11452259,339.6074824646253
Arizona,1951,10688,Project Tycho - https://zenodo.org/records/11452259,1360.1684939264558
Arizona,1952,3386,Project Tycho - https://zenodo.org/records/11452259,401.7360311897129
Arizona,1953,5852,Project Tycho - https://zenodo.org/records/11452259,653.9321975563587
Arizona,1954,4959,Project Tycho - https://zenodo.org/records/11452259,530.980273745547
Arizona,1955,10107,Project Tycho - https://zenodo.org/records/11452259,1022.9891688858255
Arizona,1956,6924,Project Tycho - https://zenodo.org/records/11452259,656.8929645852724
Arizona,1957,7786,Project Tycho - https://zenodo.org/records/11452259,691.3974913974914
Arizona,1958,9806,Project Tycho - https://zenodo.org/records/11452259,821.1403014420616
Arizona,1959,9067,Project Tycho - https://zenodo.org/records/11452259,718.3141996781965
Arizona,1960,4305,Project Tycho - https://zenodo.org/records/11452259,325.5639137546783
Arizona,1961,7952,Project Tycho - https://zenodo.org/records/11452259,564.6095198334004
Arizona,1962,6360,Project Tycho - https://zenodo.org/records/11452259,431.92701248445644
Arizona,1963,8829,Project Tycho - https://zenodo.org/records/11452259,579.8934793017633
Arizona,1964,6265,Project Tycho - https://zenodo.org/records/11452259,402.2327287108778
Arizona,1965,1593,Project Tycho - https://zenodo.org/records/11452259,100.46771410407774
Arizona,1966,5438,Project Tycho - https://zenodo.org/records/11452259,336.5902994155782
Arizona,1967,1023,Project Tycho - https://zenodo.org/records/11452259,62.08857970704872
Arizona,1968,246,Project Tycho - https://zenodo.org/records/11452259,14.610835062678108
Arizona,1969,538,Project Tycho - https://zenodo.org/records/11452259,30.941999853916954
Arizona,1970,1006,Project Tycho - https://zenodo.org/records/11452259,56.606725058998165
Arizona,1971,505,Project Tycho - https://zenodo.org/records/11452259,26.611034673914705
Arizona,1972,870,Project Tycho - https://zenodo.org/records/11452259,43.27714434519442
Arizona,1973,9,Project Tycho - https://zenodo.org/records/11452259,0.42321832140327903
Arizona,1974,21,Project Tycho - https://zenodo.org/records/11452259,0.9436425230484687
Arizona,1975,83,Project Tycho - https://zenodo.org/records/11452259,3.6290007000036293
Arizona,1976,231,Project Tycho - https://zenodo.org/records/11452259,9.836053009087065
Arizona,1977,242,Project Tycho - https://zenodo.org/records/11452259,9.968603019745249
Arizona,1978,58,Project Tycho - https://zenodo.org/records/11452259,2.303570017209257
Arizona,1979,84,Project Tycho - https://zenodo.org/records/11452259,3.1839818422064083
Arizona,1980,327,Project Tycho - https://zenodo.org/records/11452259,11.932081279732138
Arizona,1981,7,Project Tycho - https://zenodo.org/records/11452259,0.24885199243347744
Arizona,1982,16,Project Tycho - https://zenodo.org/records/11452259,0.5531069051940195
Arizona,1983,1,Project Tycho - https://zenodo.org/records/11452259,0.03364858694441556
Arizona,1984,1,Project Tycho - https://zenodo.org/records/11452259,0.03257114678447868
Arizona,1985,248,Project Tycho - https://zenodo.org/records/11452259,7.7822940885003735
Arizona,1986,256,Project Tycho - https://zenodo.org/records/11452259,7.73047225334207
Arizona,1987,36,Project Tycho - https://zenodo.org/records/11452259,1.0463473757026513
Arizona,1988,3,Project Tycho - https://zenodo.org/records/11452259,0.08477646424496103
Arizona,1989,118,Project Tycho - https://zenodo.org/records/11452259,3.2544479063557437
Arizona,1990,281,Project Tycho - https://zenodo.org/records/11452259,7.630198751742931
Arizona,1991,316,Project Tycho - https://zenodo.org/records/11452259,8.390518077318093
Arizona,1992,3,https://stacks.cdc.gov/view/cdc/36063,0.07749535027898326
Arizona,1993,3,Project Tycho - https://zenodo.org/records/11452259,0.07504910087424697
Arizona,1994,10,Project Tycho - https://zenodo.org/records/11452259,0.24086472362699882
Arizona,1995,12,Project Tycho - https://zenodo.org/records/11452259,0.27834387251479514
Arizona,1996,8,Project Tycho - https://zenodo.org/records/11452259,0.18031257184329033
Arizona,1997,5,Project Tycho - https://zenodo.org/records/11452259,0.109727110869809
Arizona,1998,10,Project Tycho - https://zenodo.org/records/11452259,0.2140436614822438
Arizona,1999,1,Project Tycho - https://zenodo.org/records/11452259,0.02090689948589934
Arizona,2000,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm4953a1.htm,0.0
Arizona,2001,2,Project Tycho - https://zenodo.org/records/11452259,0.03788775751835188
Arizona,2002,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5153a1.htm,0.0
Arizona,2003,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5254a1.htm,0.018129493168263087
Arizona,2004,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5353a1.htm,0.0
Arizona,2005,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5453a1.htm,0.017108885739333123
Arizona,2006,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5553a1.htm,0.0
Arizona,2007,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5653a1.htm,0.0
Arizona,2008,14,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5754a1.htm,0.2226944050575808
Arizona,2009,0,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5853a1.htm,0.0
Arizona,2010,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5953a1.htm,0.015591505062015992
Arizona,2011,2,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6053a1.htm,0.030864726232193173
Arizona,2012,2,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6153a1.htm,0.030474332993036615
Arizona,2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6253a1.htm,0.015057238586763723
Arizona,2014,3,https://www.cdc.gov/mmwr/volumes/63/wr/mm6354a1.htm?s_cid=mm6354a1_w,0.044512994455906535
Arizona,2015,7,https://www.cdc.gov/mmwr/volumes/64/wr/mm6453a1.htm?s_cid=mm6453a1_w,0.10234453791587338
Arizona,2016,31,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.4459333824435452
Arizona,2017,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Arizona,2018,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Arizona,2019,1,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.01370025540016117
Arizona,2020,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Arizona,2021,0,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.0
Arizona,2022,5,CDC WONDER - https://wonder.cdc.gov/controller/datarequest/D130,0.06770532961459554
Arkansas,1904,4,Project Tycho - https://zenodo.org/records/11452259,0.2816070469347425
Arkansas,1907,1,Project Tycho - https://zenodo.org/records/11452259,0.067318126617318
Arkansas,1910,2,Project Tycho - https://zenodo.org/records/11452259,0.12621617169943133
Arkansas,1912,3,Project Tycho - https://zenodo.org/records/11452259,0.18319089223734702
Arkansas,1913,35,Project Tycho - https://zenodo.org/records/11452259,2.1012641204948896
Arkansas,1914,915,Project Tycho - https://zenodo.org/records/11452259,54.15200912831245
Arkansas,1915,122,Project Tycho - https://zenodo.org/records/11452259,7.160876726094118
Arkansas,1916,26,Project Tycho - https://zenodo.org/records/11452259,1.510996275394181
Arkansas,1917,767,Project Tycho - https://zenodo.org/records/11452259,44.11247934563997
Arkansas,1918,327,Project Tycho - https://zenodo.org/records/11452259,18.677720221459502
Arkansas,1919,36,Project Tycho - https://zenodo.org/records/11452259,2.064525600690928
Arkansas,1920,432,Project Tycho - https://zenodo.org/records/11452259,24.576789952644166
Arkansas,1921,1540,Project Tycho - https://zenodo.org/records/11452259,86.9678653737444
Arkansas,1922,21,Project Tycho - https://zenodo.org/records/11452259,1.183917662472967
Arkansas,1923,1476,Project Tycho - https://zenodo.org/records/11452259,82.65277323573287
Arkansas,1924,1710,Project Tycho - https://zenodo.org/records/11452259,94.9050949050949
Arkansas,1925,102,Project Tycho - https://zenodo.org/records/11452259,5.623515557290392
Arkansas,1926,325,Project Tycho - https://zenodo.org/records/11452259,17.780685907739578
Arkansas,1927,1251,Project Tycho - https://zenodo.org/records/11452259,67.92120922555705
Arkansas,1928,10317,Project Tycho - https://zenodo.org/records/11452259,558.0234600267086
Arkansas,1929,1486,Project Tycho - https://zenodo.org/records/11452259,80.15742356995057
Arkansas,1930,1229,Project Tycho - https://zenodo.org/records/11452259,66.04476749716126
Arkansas,1931,952,Project Tycho - https://zenodo.org/records/11452259,51.46368782732419
Arkansas,1932,112,Project Tycho - https://zenodo.org/records/11452259,6.094123741182565
Arkansas,1933,6859,Project Tycho - https://zenodo.org/records/11452259,369.5872627911463
Arkansas,1934,8572,Project Tycho - https://zenodo.org/records/11452259,455.987037456686
Arkansas,1935,2002,Project Tycho - https://zenodo.org/records/11452259,105.82010582010582
Arkansas,1936,107,Project Tycho - https://zenodo.org/records/11452259,5.649741379128271
Arkansas,1937,403,Project Tycho - https://zenodo.org/records/11452259,21.155932874272338
Arkansas,1938,7778,Project Tycho - https://zenodo.org/records/11452259,403.02021629822457
Arkansas,1939,1868,Project Tycho - https://zenodo.org/records/11452259,95.79742639290895
Arkansas,1940,1125,Project Tycho - https://zenodo.org/records/11452259,57.4872697634846
